tag,x,y
"신림에서",37,0
"신림동순대",1109,0
"신림피부샵",126,0
"신림롯데백화점",115,0
"신림동또순이원조순대",35,0
"신림역네일",536,0
"신림노래빠",25,0.01
"신림동미용실추천",18,0
"신림제모",2,0
"신림댄스",44,0
"신림전세",72,0
"신림그랑프리웨이터",448,0
"신림동꽃배달",4,0
"신림그랑프리룸주대",245,0
"신림그랑프리슈퍼맨",33,0
"신림동인테리어",20,0
"신촌",237,0.56
"신촌네일",1061,0.08
"신촌타투",1398,0.04
"신촌미용실",1266,0.03
"신촌카페",1077,0.09
"신촌눈썹문신",2780,0.02
"신촌데이트",1119,0.24
"신촌속눈썹",1046,0.03
"신촌술집",1534,0.03
"신촌반영구",1251,0.03
"신촌역",577,0.15
"신촌역맛집",1588,0.31
"신촌꽃집",362,0.05
"신촌데이트코스",2066,0.02
"신촌속눈썹연장",1075,0.01
"신촌놀거리",1252,0.01
"신촌맥주",1597,0
"현대백화점신촌점",1036,0.01
"신촌현대백화점",1021,0.01
"신촌호빠",1439,0.55
"신촌동",291,0.01
"신촌가라오케",1181,0.01
"신촌유플렉스",497,0.01
"신촌연예인맛집",173,0
"신촌곱창",726,0
"신촌레스토랑",2378,0
"신촌자연눈썹",2142,0
"신촌점",1690,0.01
"신촌피부관리",418,0
"신촌돈부리모노",461,0
"신촌칵테일",208,0.01
"신촌맘",875,0
"신촌댄스학원",372,0.01
"신촌피부과",1257,0.01
"신촌플라잉요가",63,0
"신촌곱창맛집",627,0
"신촌게스트하우스",686,0
"신촌역미용실",427,0
"신촌미용실추천",933,0
"신촌설렁탕",493,0
"신촌을못가",199,0
"신촌꽃배달",54,0
"신촌디저트카페",229,0
"신촌로터리",1552,0
"신촌성결교회",107,0
"신촌타로",586,0
"신촌현백",318,0
"신촌떡볶이",925,0
"신촌방탈출",120,0
"제주신촌",244,0
"신촌현대백화점유플렉스",7775,0
"신촌중국집",348,0
"신촌이대거리",281,0
"신촌이자카야",668,0
"신촌현대",475,0
"신촌영어학원",36,0
"신촌국제꽃시장",507,0
"신촌사주",498,0
"신촌미용학원",296,0
"신촌동맛집",577,0
"신촌피부",105,0
"신촌중화가정",45,0
"신촌헤어샵",204,0
"신촌리맛집",126,0
"신촌헤어",98,0
"신촌영어",172,0
"신촌횟집",140,0
"신촌물총축제",406,0
"신촌세브란스어린이병원",86,0
"신촌댄스",63,0
"신촌락사",29,0
"신촌출장안마",8,0.09
"신촌인테리어",60,0
"신촌머리잘하는미용실",105,0
"신촌귀걸이",23,0
"신촌맥주축제",517,0
"현백신촌맛집",16,0
"신촌앨리스",52,0
"대포찜닭신촌점",205,0
"신촌웨딩홀",125,0
"신촌거리축제",62,0
"신촌찜질방",302,0
"신촌닭갈비",105,0
"아현네일",839,0.01
"아현",852,0.02
"아현동",753,0.01
"아현맛집",526,0.01
"아현동맛집",746,0
"아현속눈썹",1035,0
"아현역",770,0.01
"아현동카페",210,0
"북아현동",1022,0.01
"아현속눈썹연장",200,0
"아현반영구",21,0
"역삼반영구",1769,0.05
"역삼",966,0.38
"역삼맛집",1536,0.21
"역삼동",875,0.26
"역삼네일",449,0.05
"역삼역맛집",1081,0.17
"역삼역",926,0.05
"역삼동미용실",1692,0.02
"역삼동꽃집",277,0.03
"역삼미용실",1353,0.01
"역삼역회식장소",1773,0.02
"역삼꽃집",490,0.02
"역삼pt",862,0.01
"역삼동고기집",332,0.01
"역삼동속눈썹",939,0.01
"역삼술집",2019,0.01
"역삼동회식",682,0.01
"역삼카페",637,0.04
"역삼동카페",1077,0.01
"역삼왁싱",629,0.01
"역삼역꽃집",208,0.01
"역삼동반영구",838,0.01
"역삼회식장소",575,0.01
"역삼고기집",717,0.01
"역삼데이트",426,0.01
