tag,x,y
"신당필라테스",1021,458
"신당타투",86,180
"신당자연눈썹",31,101
"신당중",59,45
"삼척해신당공원",53,61
"신대방",62273,329
"신대방맛집",12357,405
"신대방역",20256,259
"신대방타투",4443,2331
"신대방삼거리맛집",7066,1103
"신대방삼거리",33117,565
"신대방속눈썹",5249,898
"신대방삼거리역",9340,1141
"신대방동",10250,1294
"신대방동맛집",2171,135
"신대방헬스",964,156
"신대방타투샵",1265,1191
"신대방마사지",1667,71
"신대방피부",996,5
"신대방원룸",682,23
"신대방주짓수",208,53
"신대방삼거리원룸",31,11
"신도림눈썹문신",72303,1312
"신도림",339846,467
"신도림네일",32489,360
"신도림반영구",47925,1024
"신도림맛집",72805,2149
"신도림속눈썹",13763,871
"신도림카페",12632,1083
"신도림네일샵",8082,478
"신도림젤네일",4950,628
"신도림타투",2500,1263
"신도림역",30593,692
"신도림미용실",3530,815
"신도림디큐브시티",14834,1733
"신도림맘",5546,679
"신도림애견미용",4251,181
"신도림자연눈썹",982,2118
"신도림맛집추천",1013,526
"신도림휴대폰",606,42
"신도림동",4286,160
"신도림디큐브시티맛집",2285,975
"신도림네일아트",1187,580
"신도림피부과",582,105
"신도림애슐리",105,555
"신도림가구",130,51
"신도림보톡스",147,358
"신도림필러",131,23
"신도림누벨바그",184,37
"신도림남자눈썹",109,85
"신도림예식장",62,175
"신도림머리잘하는미용실",22,42
"신도림댄스",13,70
"신도림살롱드프롬",14,36
"신림",1391411,646
"신림타투",27809,1201
"신림맛집",174223,761
"신림눈썹문신",86265,1910
"신림네일",104698,914
"신림미용실",32929,1371
"신림역",114721,275
"신림동",115367,400
"신림술집",41233,1093
"신림반영구",55334,1594
"신림네일샵",34003,705
"신림동맛집",28190,1911
"신림젤네일",23603,684
"신림역맛집",35858,622
"신림카페",32309,230
"신림꽃집",19855,450
"신림속눈썹연장",13819,1938
"신림네일아트",11400,318
"신림동꽃집",10817,580
"신림동네일",15958,224
"신림애견미용",8747,393
"신림역미용실",7237,715
"신림태닝",1278,562
"신림미용실추천",2304,711
"신림왁싱",12030,973
"신림동카페",6485,342
"신림회식장소",1710,1388
"신림백순대",5132,707
"신림사거리",8971,2102
"신림순대타운",9174,517
"신림동족발",1134,607
"신림데이트",6747,1635
"신림동원룸",4277,768
"신림동미용실",3426,170
"신림호빠",395904,1870
"신림동속눈썹",2321,941
"신림역속눈썹",3615,1302
"신림타투샵",2425,1735
"신림치킨",1624,159
"신림점",4945,663
"신림속눈썹연장잘하는곳",3618,585
"신림부동산",1866,389
"신림이자카야",2100,253
"신림원룸",3686,390
"신림역속눈썹연장",2806,676
"신림맛집추천",3680,1572
"신림집",1787,1039
"신림피부관리",3183,401
"리안헤어신림점",2019,192
"신림곱창",4561,1360
"신림동순대타운",4855,2334
"신림9동",6181,259
"신림애견호텔",4852,80
"신림애견유치원",3982,79
"신림맘",3516,990
"신림순대",1410,100
"신림피부",1182,21
"신림순대촌",2397,136
"신림포도몰",2716,15
"신림역맛집추천",1250,178
"신림웨딩홀",1536,106
"신림롯데시네마",2319,225
"신림빵집",1434,122
"신림그랑프리",32093,1047
"신림네일추천",1689,597
"신림놀거리",1248,54
"신림그랑프리나이트",27226,1239
"신림동공방",1063,8
"신림역피부관리",1095,125
"신림웨딩네일",1525,326
"신림속눈썹",48905,2013
"신림문화의거리",1040,49
"신림마사지",26343,197
"신림양꼬치",1436,66
"신림에서",1394,37
"신림동순대",876,1109
"신림피부샵",1155,126
"신림롯데백화점",1075,115
"신림동또순이원조순대",1079,35
"신림역네일",22598,536
"신림노래빠",5861,25
"신림동미용실추천",613,18
"신림제모",939,2
"신림댄스",344,44
"신림전세",1038,72
"신림그랑프리웨이터",20345,448
"신림동꽃배달",804,4
"신림그랑프리룸주대",11862,245
"신림그랑프리슈퍼맨",804,33
"신림동인테리어",550,20
"신촌",1750121,237
"신촌네일",54566,1061
"신촌타투",38722,1398
"신촌미용실",17211,1266
"신촌카페",60723,1077
"신촌눈썹문신",40655,2780
"신촌데이트",36404,1119
"신촌속눈썹",32169,1046
"신촌술집",25045,1534
"신촌반영구",23943,1251
"신촌역",77329,577
